Variable.Name	Variable.Description	Code.or.Value	Value.Description
OHX28TC	Tooth Count:  Lower right 1st bicuspid/1st primary molar (1B)	5	Permanent dental root fragment present
OHX28TC	Tooth Count:  Lower right 1st bicuspid/1st primary molar (1B)	9	Could not assess
OHX28TC	Tooth Count:  Lower right 1st bicuspid/1st primary molar (1B)	.	Missing
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	Coronal Caries:  Surface condition #29	Value was recorded
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	0	Lingual surface caries
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	1	Occlusal/incisal caries
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	2	Facial surface caries
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	3	Mesial caries
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	4	Distal caries
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	5	Lingual surface restoration
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	6	Occlusal/incisal restoration
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	7	Facial surface restoration
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	8	Mesial restoration
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	9	Distal restoration
OHX29CSC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable	< blank >	Missing
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	D	Sound primary tooth
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	E	Missing due to dental disease
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	J	Permanent root tip is present but no restorative replacement is present
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	K	Primary tooth with surface condition (s)
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	M	Missing due to other causes
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	P	Missing due to dental disease, but replaced by a removable restoration
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	Q	Missing due to other causes, but replaced by a removable restoration
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	R	Missing due to dental disease, but replaced by a fixed restoration
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	S	Sound permanent tooth
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	T	Permanent root tip is present but a restorative replacement is present
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	U	Unerupted
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	X	Missing due to other causes, but replaced by a fixed restoration
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	Y	Tooth present, condition cannot be assessed
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	Z	Permanent tooth with surface condition (s)
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	< blank >	Missing
OHX29SE	Dental Sealants:  Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes.	0	Sealant not present
OHX29SE	Dental Sealants:  Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes.	1	Occlusal sealant on permanent tooth
OHX29SE	Dental Sealants:  Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes.	2	Facial sealant on permanent tooth
OHX29SE	Dental Sealants:  Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes.	3	Lingual sealant on permanent tooth
OHX29SE	Dental Sealants:  Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes.	4	Occlusal sealant on primary tooth
OHX29SE	Dental Sealants:  Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes.	9	Cannot be assessed
OHX29SE	Dental Sealants:  Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes.	< blank >	Missing
OHX29TC	Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B)	1	Primary tooth (deciduous) present
OHX29TC	Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B)	2	Permanent tooth present
OHX29TC	Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B)	3	Dental implant
OHX29TC	Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B)	4	Tooth not present
OHX29TC	Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B)	5	Permanent dental root fragment present
OHX29TC	Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B)	9	Could not assess
OHX29TC	Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B)	.	Missing
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	Coronal Caries:  Surface condition #30	Value was recorded
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	0	Lingual surface caries
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	1	Occlusal/incisal caries
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	2	Facial surface caries
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	3	Mesial caries
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	4	Distal caries
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	5	Lingual surface restoration
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	6	Occlusal/incisal restoration
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	7	Facial surface restoration
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	8	Mesial restoration
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	9	Distal restoration
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	< blank >	Missing
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	D	Sound primary tooth
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	E	Missing due to dental disease
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	J	Permanent root tip is present but no restorative replacement is present
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	K	Primary tooth with surface condition (s)
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	M	Missing due to other causes
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	P	Missing due to dental disease, but replaced by a removable restoration
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	Q	Missing due to other causes, but replaced by a removable restoration
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	R	Missing due to dental disease, but replaced by a fixed restoration
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	S	Sound permanent tooth
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	T	Permanent root tip is present but a restorative replacement is present
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	U	Unerupted
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	X	Missing due to other causes, but replaced  by a fixed restoration
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	Y	Tooth present, condition cannot be assessed
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	Z	Permanent tooth with surface condition (s)
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	< blank >	Missing
OHX30SE	Dental Sealants:  Lower right 1st molar (1M) sealant codes.	Dental Sealants:  #30	Value was recorded
OHX30SE	Dental Sealants:  Lower right 1st molar (1M) sealant codes.	0	Sealant not present
OHX30SE	Dental Sealants:  Lower right 1st molar (1M) sealant codes.	1	Occlusal sealant on permanent tooth
OHX30SE	Dental Sealants:  Lower right 1st molar (1M) sealant codes.	2	Facial sealant on permanent tooth
OHX30SE	Dental Sealants:  Lower right 1st molar (1M) sealant codes.	3	Lingual sealant on permanent tooth
OHX30SE	Dental Sealants:  Lower right 1st molar (1M) sealant codes.	4	Occlusal sealant on primary tooth
OHX30SE	Dental Sealants:  Lower right 1st molar (1M) sealant codes.	9	Cannot be assessed
OHX30SE	Dental Sealants:  Lower right 1st molar (1M) sealant codes.	< blank >	Missing
OHX30TC	Tooth Count:  Lower right 1st molar (1M)	1	Primary tooth (deciduous) present
OHX30TC	Tooth Count:  Lower right 1st molar (1M)	2	Permanent tooth present
OHX30TC	Tooth Count:  Lower right 1st molar (1M)	3	Dental implant
OHX30TC	Tooth Count:  Lower right 1st molar (1M)	4	Tooth not present
OHX30TC	Tooth Count:  Lower right 1st molar (1M)	5	Permanent dental root fragment present
OHX30TC	Tooth Count:  Lower right 1st molar (1M)	9	Could not assess
OHX30TC	Tooth Count:  Lower right 1st molar (1M)	.	Missing
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	Coronal Caries:  Surface condition #31	Value was recorded
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	0	Lingual surface caries
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	1	Occlusal/incisal caries
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	2	Facial surface caries
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	3	Mesial caries
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	4	Distal caries
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	5	Lingual surface restoration
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	6	Occlusal/incisal restoration
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	7	Facial surface restoration
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	8	Mesial restoration
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	9	Distal restoration
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""1"	< blank >	Missing
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	D	Sound primary tooth
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	E	Missing due to dental disease
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	J	Permanent root tip is present but no restorative replacement is present
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	K	Primary tooth with surface condition (s)
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	M	Missing due to other causes
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	P	Missing due to dental disease, but replaced by a removable restoration
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	Q	Missing due to other causes, but replaced by a removable restoration
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	R	Missing due to dental disease, but replaced by a fixed restoration
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	S	Sound permanent tooth
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	T	Permanent root tip is present but a restorative replacement is present
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	U	Unerupted
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	X	Missing due to other causes, but replaced by a fixed restoration
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	Y	Tooth present, condition cannot be assessed
